Skinoren;Acidum azelaicum;Ludzki;;;150 mg/g;Żel;Acidum azelaicum 150 mg
Rozex;Metronidazolum;Ludzki;;;7,5 mg/g ;Krem;Metronidazolum 0.75 g/100 g
Rozex;Metronidazolum;Ludzki;;;7,5 mg/g ;Żel;Metronidazolum 0.75 g/100 g
Zyvoxid;Linezolidum;Ludzki;;;600 mg;Tabletki powlekane;Linezolidum 600 mg
Zyvoxid;Linezolidum;Ludzki;;;2 mg/ml;Roztwór do infuzji;Linezolidum 2 mg
Heparin-Hasco;Heparinum natricum;Ludzki;;;250 j.m./g;Żel;Heparinum natricum 25000 j.m.
Visudyne;Verteporfinum;Ludzki;;;15 mg;Proszek do sporządzania roztworu do infuzji;Verteporfin 15 mg
Micardis;Telmisartanum;Ludzki;;;20 mg;Tabletki;Telmisartanum 20 mg
Aerius;Desloratadinum;Ludzki;;;5 mg;Tabletki powlekane;Desloratadinum 5 mg
Furosemidum Polfarmex;Furosemidum;Ludzki;;;40 mg;Tabletki;Furosemidum 40 mg
Saldiam;Diethylamini salicylas;Ludzki;;;100 mg/g;Żel;Diethylamini salicylas 100 mg/g
Flamexin;Piroxicamum;Ludzki;;;20 mg;Tabletki;Piroxicamum beta-cyclodextrinum 191,2 mg (co odpowiada 20 mg piroksykamu)
ACC;Acetylcysteinum;Ludzki;;;200 mg;Tabletki;Acetylcysteinum 200 mg
Woda do wstrzykiwań BRAUN;Aqua pro iniectione;Ludzki;;;;Rozpuszczalnik do sporządzania leków parenteralnych;Aqua ad iniectabilia
Clindacne;Clindamycinum;Ludzki;;;10 mg/g;Żel;Clindamycini phosphas 1,19 %w/w
Danazol Polfarmex;Danazolum;Ludzki;;;200 mg;Tabletki;Danazolum 200 mg
Hypnogen;Zolpidemi tartras;Ludzki;;;10 mg;Tabletki powlekane;Zolpidemi tartras 10 mg
Optibetol 0,5%;Betaxololum;Ludzki;;;5 mg/ml;Krople do oczu, roztwór;Betaxololi hydrochloridum 5 mg
Cerazette;Desogestrelum;Ludzki;;;0,075 mg;Tabletki powlekane;Desogestrelum 0.075 mg
Miflonide Breezhaler;Budesonidum;Ludzki;;;200 mcg;Proszek do inhalacji w kapsułkach twardych;Budesonidum 200 mcg
Miflonide Breezhaler;Budesonidum;Ludzki;;;400 mcg;Proszek do inhalacji w kapsułkach twardych;Budesonidum 400 mcg
Metafen rozkurczowy;Drotaverini hydrochloridum;Ludzki;"Desparin 
Deespa";;40 mg;Tabletki;Drotaverini hydrochloridum 40 mg
Debretin;Trimebutini maleas;Ludzki;;;100 mg;Tabletki powlekane;Trimebutini maleas 100 mg
Simvasterol;Simvastatinum;Ludzki;;;10 mg;Tabletki powlekane;Simvastatinum 10 mg
Simvasterol;Simvastatinum;Ludzki;;;40 mg;Tabletki powlekane;Simvastatinum 40 mg
Metformin Galena;Metformini hydrochloridum;Ludzki;;;850 mg;Tabletki;Metformini hydrochloridum 850 mg
Nefopam Jelfa;Nefopami hydrochloridum;Ludzki;;;30 mg;Tabletki powlekane;Nefopami hydrochloridum 30 mg
Primacor;Lercanidipini hydrochloridum;Ludzki;;;10 mg;Tabletki powlekane;Lercanidipini hydrochloridum 10 mg
Bronchosol;Preparat ziołowy;Ludzki;;;-;Syrop;Thymi herbae et Primulae radix extractum spissum 3.3 g + Thymolum 0.015 g
Syntarpen;Cloxacillinum;Ludzki;;;1 g;Proszek do sporządzania roztworu do wstrzykiwań;Cloxacillinum natrium 1.047 g
Diovan;Valsartanum;Ludzki;;;80 mg;Tabletki powlekane;Valsartanum 80 mg
Diovan;Valsartanum;Ludzki;;;160 mg;Tabletki powlekane;Valsartanum 160 mg
Panadol Femina;Paracetamolum + Hyoscini butylbromidum;Ludzki;Vegantalgin H;;500 mg + 10 mg;Tabletki powlekane;Paracetamolum 500 mg + Hyoscini butylbromidum 10 mg do 100,0 mg
Panadol Femina;Paracetamolum + Hyoscini butylbromidum;Ludzki;Vegantalgin H;;(800 mg + 10 mg)/2,7 g;Czopki;Paracetamolum 800 mg + Hyoscini butylbromidum 10 mg
Aethoxysklerol 0,5%;Lauromacrogolum 400;Ludzki;;;5 mg/ml;Roztwór do wstrzykiwań;Lauromacrogolum 400 10,00 mg/2 ml
Aethoxysklerol 1%;Lauromacrogolum 400;Ludzki;;;10 mg/ml;Roztwór do wstrzykiwań;Lauromacrogolum 400 20,00 mg/ 2 ml
Aethoxysklerol 2%;Lauromacrogolum 400;Ludzki;;;20 mg/ml;Roztwór do wstrzykiwań;Polidocanolum 40 mg
Tantum Verde Smak miodowo-pomarańczowy;Benzydamini hydrochloridum;Ludzki;;;3 mg;Pastylki twarde;Benzydamini hydrochloridum 3 mg
Tears Naturale II;Dextranum + Hypromellosum;Ludzki;;;(1 mg + 3 mg)/ml;Krople do oczu, roztwór;Hypromellosum 3 mg + Dextranum 1 mg
Timo-COMOD 0,5 %;Timololum;Ludzki;Timolol-POS;;5 mg/ml;Krople do oczu, roztwór;Timololi maleas 6.84 mg
Litocid;Kalii citras;Ludzki;;;680 mg;Tabletki o zmodyfikowanym uwalnianiu;Kalii citras 680 mg
Ibuvit C;Acidum ascorbicum;Ludzki;Cevikap;;100 mg/ml;Krople doustne, roztwór;Acidum ascorbicum 100 mg
Novate;Clobetasoli propionas;Ludzki;;;0,5 mg/g;Krem;Clobetasoli propionas 0.05 g
Novate;Clobetasoli propionas;Ludzki;;;0,5 mg/g;Maść;Clobetasoli propionas 0.05 g
Soyfem;Glycine max seminis extractum siccum;Ludzki;;;100 mg;Tabletki powlekane;Glycine max.semen extractum siccum 26 mg
Orofar Total Action;Benzoxoni chloridum + Lidocaini hydrochloridum;Ludzki;Orofar;;(2 mg + 1,5 mg)/ml;Aerozol do stosowania w jamie ustnej;Lidocaini hydrochloridum 0.15 g/ml + Benzoxonii chloridum 0.2 g/ml
Pelethrocin;Diosminum;Ludzki;;;500 mg;Tabletki powlekane;Diosminum 500 mg
Immunine 1200 IU;Factor IX coagulationis humanus;Ludzki;;;1200 j.m.;Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań lub infuzji;Factor IX coagulationis humanus 1200 j.m.
Ximve;Simvastatinum;Ludzki;;;10 mg;Tabletki powlekane;Simvastatinum 10 mg
Ximve;Simvastatinum;Ludzki;;;20 mg;Tabletki powlekane;Simvastatinum 20 mg
Ximve;Simvastatinum;Ludzki;;;40 mg;Tabletki powlekane;Simvastatinum 40 mg
Neo-Cardiol;Crataegi folii cum flore extractum spissum;Ludzki;Cratonic;;124,8 mg;Tabletki powlekane;Crataegi folii cum flore extractum spissum (5-6,5:1) 124,8 mg + Crataegi inflorescentia extractum fluidum 124.8 mg
Adamon SR 50;Tramadoli hydrochloridum;Ludzki;;;50 mg;Kapsułki o przedłużonym uwalnianiu;Tramadoli hydrochloridum 50 mg
Adamon SR 100;Tramadoli hydrochloridum;Ludzki;;;100 mg;Kapsułki o przedłużonym uwalnianiu;Tramadoli hydrochloridum 100 mg
Adamon SR 150;Tramadoli hydrochloridum;Ludzki;;;150 mg;Kapsułki o przedłużonym uwalnianiu;Tramadoli hydrochloridum 150 mg
Adamon SR 200;Tramadoli hydrochloridum;Ludzki;;;200 mg;Kapsułki o przedłużonym uwalnianiu;Tramadoli hydrochloridum 200 mg
Sebidin Plus;Acidum ascorbicum + Chlorhexidini dihydrochloridum;Ludzki;;;75 mg + 5 mg;Tabletki do ssania;Acidum ascorbicum 75 mg + Chlorhexidini dihydrochloridum 5 mg
Infanrix hexa;Szczepionka przeciwko błonicy (D), tężcowi (T), krztuścowi (komponenta acelularna) (Pa), wirusowemu zapaleniu wątroby typu B (rDNA) (HBV), poliomyelitis (inaktywowana) (IPV) i przeciwko Haemophilus influenzae typ b (Hib)skoniugowana (adsorbowana);Ludzki;;;-;Zawiesina i proszek do sporządzania zawiesiny do wstrzykiwań;
Lidocain-Egis;Lidocainum;Ludzki;;;10% (100 mg/ml);Aerozol, roztwór;Lidocainum 3.8 g
Pamifos-30;Dinatrii pamidronas;Ludzki;;;30 mg;Proszek i rozpuszczalnik do sporządzania roztworu do infuzji;Dinatrii pamidronas 30 mg
Pamifos-60;Dinatrii pamidronas;Ludzki;;;60 mg;Proszek i rozpuszczalnik do sporządzania roztworu do infuzji;Dinatrii pamidronas 60 mg
Pamifos-90;Dinatrii pamidronas;Ludzki;;;90 mg;Proszek i rozpuszczalnik do sporządzania roztworu do infuzji;Dinatrii pamidronas 90 mg
Apo-Clodin;Ticlopidini hydrochloridum;Ludzki;;;250 mg;Tabletki powlekane;Ticlopidini hydrochloridum 250 mg
Allertec Ukąszenia;Antazolini sulfas + Naphazolini nitras;Ludzki;Dermophenazol;;(5 mg + 0,25 mg)/ml;Aerozol na skórę, roztwór;Naphazolini nitras 0.25 mg/ml + Antazolini sulfas 5 mg/ml
Paracetamol Galena;Paracetamolum;Ludzki;;;120 mg/5 ml;Syrop;Paracetamolum 2.4 g
Esseliv forte;Phospholipidum essentiale;Ludzki;;;300 mg;Kapsułki twarde;Niezbędne fosfolipidy Lipoid PPL 400 300 mg (dokładny skład- dokumentacja) + tłuszcz utwardzony 66.4 mg
Podtlenek azotu Messer;Dinitrogenii oxidum;Ludzki;;;nie mniej niż 98%;Gaz medyczny skroplony;Dinitrogenii oxidum nie mniej niż 98% obj.
Glukoza 20 Braun;Glucosum;Ludzki;;;200 mg/ml;Roztwór do infuzji;Glucosum (roztwór 30% w/w) 0,4% w/w
Lisinoratio 5;Lisinoprilum;Ludzki;;;5 mg;Tabletki;Lisinoprilum dihydricum 5 mg
Lisinoratio 10;Lisinoprilum;Ludzki;;;10 mg;Tabletki;Lisinoprilum dihydricum 10 mg
Lisinoratio 20;Lisinoprilum;Ludzki;;;20 mg;Tabletki;Lisinoprilum dihydricum 20 mg
Simvacard 20;Simvastatinum;Ludzki;;;20 mg;Tabletki powlekane;Simvastatinum 20 mg
Simvacard 40;Simvastatinum;Ludzki;;;40 mg;Tabletki powlekane;Simvastatinum 40 mg
Anbinex;Antithrombinum III humanum densatum cryodesiccatum;Ludzki;;;500 j.m.;Proszek i rozpuszczalnik do sporządzania roztworu do infuzji;Antithrombinum humanum III 500 j.m.
Anbinex;Antithrombinum III humanum densatum cryodesiccatum;Ludzki;;;1000 j.m.;Proszek i rozpuszczalnik do sporządzania roztworu do infuzji;Antithrombinum humanum III 1000 j.m.
Simvachol;Simvastatinum;Ludzki;;;10 mg;Tabletki powlekane;Simvastatinum 10 mg
Simvachol;Simvastatinum;Ludzki;;;20 mg;Tabletki powlekane;Simvastatinum 20 mg
Simvachol;Simvastatinum;Ludzki;;;40 mg;Tabletki powlekane;Simvastatinum 40 mg
Apo-Flutam;Flutamidum;Ludzki;;;250 mg;Tabletki powlekane;Flutamidum 250 mg
Tobradex;Tobramycinum + Dexamethasonum;Ludzki;;;(3 mg + 1 mg)/ml;Krople do oczu, zawiesina;Tobramycinum 3 mg + Dexamethasonum 1 mg
Kaletra;Lopinavirum + Ritonavirum;Ludzki;;;(80 mg + 20 mg)/ml;Roztwór doustny;Lopinavirum 80 mg + Ritonavirum 20 mg
Otrivin Allergy;Phenylephrinum + Dimetindeni maleas;Ludzki;;;(2,5 mg + 0,25 mg)/ml;Aerozol do nosa, roztwór;Dimetindeni maleas 25 % + Phenylephrinum 0.25 %
Travatan;Travoprostum;Ludzki;;;40 mcg/ml;Krople do oczu, roztwór;
Tlen medyczny Air Products;Oxygenium;Ludzki;;;-;Gaz;Oxygenium nie mniej niż 99,5% v/v
FluControl Symptom;Acidum acetylsalicylicum + Ethenzamidum + Coffeinum;Ludzki;;;300 mg + 100 mg + 50 mg;Tabletki;Acidum acetylsalicylicum 300 mg + Ethoxybenzamidum 100 mg + Coffeinum 50 mg
Kabiven Peripheral;Preparat złożony;Ludzki;;;-;Emulsja do infuzji;
Voluven;Hydroxyethylamylum + Natrii chloridum;Ludzki;;;(60 mg + 9 mg)/ml;Roztwór do infuzji;Hydroxyethylamylum (poli (O-hydroksyetylo)skrobia (średnia masa cząsteczkowa: 130 000, stopień podstawienia 0,38-0,45) 60 g + Natrii chloridum 9 g
Fasturtec;Rasburicasum;Ludzki;;;1,5 mg/ml;Proszek i rozpuszczalnik do sporządzania koncentratu roztworu do infuzji;Rasburicasum 1.5 mg/ml
Tran Hasco;Iecoris Aselli oleum;Ludzki;;;500 mg;Kapsułki miękkie;Oleum Jecoris Aselli 500 mg
Pangrol 10 000;Pancreatinum;Ludzki;;;10 000 j. Ph. Eur. lipazy;Kapsułki;"Pancreatinum 153,5 mg/kaps.; (Lipazy 10 000 j. Ph.Eur.; Amylaza 9 000 j. Ph.Eur.; Proteazy 500 j. Ph.Eur.)"
Rostil;Calcii dobesilas monohydricus;Ludzki;Calcium dobesilate Aflofarm;;250 mg;Tabletki;Calcii dobesilas 250 mg
Otrivin 0,05%;Xylometazolini hydrochloridum;Ludzki;;;0,5 mg/ml;Krople do nosa, roztwór;Xylometazolini hydrochloridum 0,05% m/V
Xylometazolin Vibrocil;Xylometazolini hydrochloridum;Ludzki;;;1 mg/ml;Krople do nosa, roztwór;Xylometazolini hydrochloridum 0,1% m/V
Otrivin dla dzieci;Xylometazolini hydrochloridum;Ludzki;;;0,5 mg/ml;Aerozol do nosa;Xylometazolini hydrochloridum 0,5% m/V
Otrivin 0,1%;Xylometazolini hydrochloridum;Ludzki;;;1 mg/ml;Aerozol do nosa;Xylometazolini hydrochloridum 0,1% m/V
Docetaxel Zentiva;Docetaxelum;Ludzki;Docetaxel Winthrop;;160 mg/8 ml;Koncentrat do sporządzania roztworu do infuzji;Docetaxelum 160 mg/ 8 ml
Hydroxyurea medac;Hydroxycarbamidum;Ludzki;;;500 mg;Kapsułki twarde;Hydroxycarbamidum 500 mg
Navelbine;Vinorelbinum;Ludzki;;;20 mg;Kapsułki miękkie;Vinorelbini tartras 20 mg
Navelbine;Vinorelbinum;Ludzki;;;30 mg;Kapsułki miękkie;Vinorelbini tartras 30 mg
Lactulosum Aflofarm;Lactulosum liquidum;Ludzki;;;7,5 g/15 ml;Syrop;Lactulosum 7.5 g/15 ml
Asparaginase 5000 medac;Asparaginasum;Ludzki;;;5 000 j.m.;Proszek do sporządzania roztworu do wstrzykiwań;Asparaginasum 5000 j.m.
Decapeptyl 0,1 mg;Triptorelinum;Ludzki;;;0,1 mg/ml;Roztwór do wstrzykiwań;Triptorelinum 0.1 mg
NovoRapid FlexPen;Insulinum aspartum;Ludzki;;;100 j./ml;Roztwór do wstrzykiwań;Insulinum aspartum 100 j.
NovoMix 30 FlexPen;Insulinum aspartum;Ludzki;;;100 j./ml;Zawiesina do wstrzykiwań;Insulinum aspartum 100 j.m.
Voltaren Acti;Diclofenacum kalicum;Ludzki;;;12,5 mg;Tabletki powlekane;Diclofenacum kalicum 12.5 mg
Equoral;Ciclosporinum;Ludzki;;;25 mg;Kapsułki elastyczne;Ciclosporinum 25 mg
Equoral;Ciclosporinum;Ludzki;;;50 mg;Kapsułki elastyczne;Ciclosporinum 50 mg
Equoral;Ciclosporinum;Ludzki;;;100 mg;Kapsułki elastyczne;Ciclosporinum 100 mg
Tramundin;Tramadoli hydrochloridum;Ludzki;;;100 mg;Tabletki powlekane o przedłużonym uwalnianiu;Tramadoli hydrochloridum 100 mg
PiniHelix;Hederae helicis extractum fluidum;Ludzki;;;101,9 mg/5 ml;Syrop;Hedera helix extractum 1.7 g
Elosone;Mometasoni furoas;Ludzki;;;1 mg/g;Krem;Mometasoni furoas 0.1 g
Relpax;Eletriptanum;Ludzki;;;40 mg;Tabletki powlekane;Eletriptanum 40 mg
Miconal;Miconazolum;Ludzki;;;20 mg/g;Żel;Miconazolum 20 mg
Hydrocortisonum Aflofarm;Hydrocortisoni acetas;Ludzki;;;5 mg/g;Krem;Hydrocortisonum 0,075 g/15 g
Terbisil;Terbinafini hydrochloridum;Ludzki;;;250 mg;Tabletki;Terbinafini hydrochloridum 281.25 mg
Sodu Chlorek 0,9% WET Baxter;Natrii chloridum;Weterynaryjny;Natrium Chloratum 0,9%;"koza 
koń 
kot 
świnia 
bydło 
pies 
owca";9 g/1000 ml;Roztwór do infuzji;Natrii chloridum 9 g/1000 ml
Ibum Sprint;Ibuprofenum;Ludzki;Ibum;;200 mg;Kapsułki miękkie;Ibuprofenum 200 mg
Ibum;Ibuprofenum;Ludzki;;;100 mg/5 ml;Zawiesina doustna;Ibuprofenum 100 mg
Stocrin;Efavirenzum;Ludzki;;;30 mg/ml;Roztwór doustny;Efavirenzum 30 mg
Luteina;Progesteronum;Ludzki;;;50 mg;Tabletki dopochwowe;Progesteronum 50 mg
Moklar;Moclobemidum;Ludzki;;;150 mg;Tabletki powlekane;Moclobemidum 150 mg
Migea;Acidum tolfenamicum;Ludzki;;;200 mg;Tabletki;Acidum tolfenamicum 200 mg
Zyprexa;Olanzapinum;Ludzki;;;2,5 mg;Tabletki powlekane;Olanzapinum 2.5 mg
Zyprexa;Olanzapinum;Ludzki;;;15 mg;Tabletki powlekane;Olanzapinum 15 mg
Zyprexa;Olanzapinum;Ludzki;;;20 mg;Tabletki powlekane;Olanzapinum 20 mg
Zyprexa;Olanzapinum;Ludzki;;;10 mg;Proszek do sporządzania roztworu do wstrzykiwań;Olanzapinum 10 mg
Rectanal;Natrii dihydrogenophosphas monohydricus + Dinatrii phosphas dodecahydricus;Ludzki;;;(14 g + 5 g)/100 ml;Roztwór doodbytniczy;Dinatrii phosphas dodecahydricus 5,00 g/100 ml + Natrii dihydrophosphas 14,00 g/100 ml
Tussidex;Dextromethorphani hydrobromidum;Ludzki;;;30 mg;Kapsułki miękkie;Dextromethorphani hydrobromidum 30 mg
Clemastinum Aflofarm;Clemastinum;Ludzki;;;0,5 mg/5 ml;Syrop;Clemastini fumaras 0,5 mg/5 ml
Klindacin T;Clindamycinum;Ludzki;;;10 mg/g;Żel;Clindamycini phosphas 11.89 mg
Pevazol;Econazoli nitras;Ludzki;;;10 mg/g;Krem;Econazoli nitras 10 mg
Nutriflex Lipid plus;Produkt złożony;Ludzki;;;;Zestaw dwóch roztworów i emulsji do sporządzania emulsji do infuzji;
Nutriflex Lipid peri;Produkt złożony;Ludzki;;;;Zestaw dwóch roztworów i emulsji do sporządzania emulsji do infuzji;
Flixotide;Fluticasoni propionas;Ludzki;;;2 mg/2 ml;Zawiesina do nebulizacji;Fluticasoni propionas 2 mg
Naproxen Aflofarm;Naproxenum;Ludzki;;;200 mg;Tabletki;Naproxenum natricum 200 mg
Coldrex MaxGrip;Paracetamolum + Phenylephrini hydrochloridum + Acidum ascorbicum;Ludzki;Coldrex MaxGrip o smaku cytrynowym;;(1000 mg + 10 mg + 40 mg)/sasz.;Proszek do sporządzania roztworu doustnego;Phenylephrini hydrochloridum 10 mg + Acidum ascorbicum 40 mg + Paracetamolum 1000 mg
Supremin;Butamirati citras;Ludzki;;;4 mg/5 ml;Syrop;Butamirati citras 4 mg
Diclac 75 Duo;Diclofenacum natricum;Ludzki;;;75 mg;Tabletki o zmodyfikowanym uwalnianiu;Diclofenacum natricum 75 mg
Diclac 150 Duo;Diclofenacum natricum;Ludzki;;;150 mg;Tabletki o zmodyfikowanym uwalnianiu;Diclofenacum natricum 150 mg
Biosteron;Dehydroepiandrosteronum;Ludzki;;;10 mg;Tabletki;Dehydroepiandrosteronum do 1 ml
Celipres 100;Celiprololi hydrochloridum;Ludzki;;;100 mg;Tabletki powlekane;Celiprololi hydrochloridum 100 mg
Celipres 200;Celiprololi hydrochloridum;Ludzki;;;200 mg;Tabletki powlekane;Celiprololi hydrochloridum 200 mg
Niquitin;Nicotinum;Ludzki;;;4 mg;Pastylki do ssania;Nikotyna z kationitem 20 mg
Otrex 600;Diosminum;Ludzki;;;600 mg;Tabletki;Diosminum
Fragmin;Dalteparinum natricum;Ludzki;;;7 500 j.m. a.Xa/0,3 ml;Roztwór do wstrzykiwań;Dalteparinum natricum 7 500 IU (anty-faktor Xa)
Fragmin;Dalteparinum natricum;Ludzki;;;12 500 j.m. a.Xa/0,5 ml;Roztwór do wstrzykiwań;Dalteparinum natricum 12 500 IU (anty-faktor Xa)
Fragmin;Dalteparinum natricum;Ludzki;;;18 000 j.m. a.Xa/0,72 ml;Roztwór do wstrzykiwań;Dalteparinum natricum 18 000 IU (anty-faktor Xa)
Fragmin;Dalteparinum natricum;Ludzki;;;10 000 j.m. a.Xa/0,4 ml;Roztwór do wstrzykiwań;Dalteparinum natricum ad. 125,00 mg
Enap HL;Enalaprili maleas + Hydrochlorothiazidum;Ludzki;;;10 mg + 12,5 mg;Tabletki;Hydrochlorothiazidum 12.5 mg + Enalaprili maleas 10 mg
ClinOleic 20%;Soiae oleum + Olivae oleum;Ludzki;;;-;Emulsja do infuzji;Mieszanina oczyszczonego oleju sojowego (ok. 20%) i oczyszczonego oleju z oliwek (ok. 80%) -
Tolperis VP;Tolperisoni hydrochloridum;Ludzki;;;50 mg;Tabletki powlekane;Tolperisoni hydrochloridum 50 mg
Cipronex;Ciprofloxacinum;Ludzki;;;2 mg/ml;Roztwór do infuzji;Ciprofloxacini hydrochloridum 232.9 mg
Apap Noc;Paracetamolum + Diphenhydraminum;Ludzki;;;500 mg + 25 mg;Tabletki powlekane;Diphenhydramini hydrochloridum 25 mg + Paracetamolum 500 mg
Gripex Noc;Paracetamolum + Pseudoephedrini hydrochloridum + Dextromethorphani hydrobromidum + Chlorpheniramini maleas;Ludzki;;;500 mg + 30 mg + 15 mg + 2 mg;Tabletki powlekane;Pseudoephedrini hydrochloridum 30 mg + Chlorphenamini maleas 2 mg + Dextromethorphani hydrobromidum 15 mg + Paracetamolum 500 mg
Modafen Extra Grip;Ibuprofenum + Pseudoephedrini hydrochloridum;Ludzki;Modafen;;200 mg + 30 mg;Tabletki powlekane;Ibuprofenum 200 mg ad 1 ml + Pseudoephedrini hydrochloridum 30 mg
Ambrosan;Ambroxoli hydrochloridum;Ludzki;;;30 mg;Tabletki;Ambroxoli hydrochloridum 30 mg
Estreva;Estradiolum;Ludzki;;;1 mg/g,0,1%;Żel;Estradiolum 0.1 g
Panadol Rapid;Paracetamolum;Ludzki;;;500 mg;Tabletki powlekane;Paracetamolum 500 mg
Folacid;Acidum folicum;Ludzki;;;5 mg;Tabletki;Acidum folicum 5 mg
Folacid;Acidum folicum;Ludzki;;;15 mg;Tabletki;Acidum folicum 15 mg
Quadramet;samarium [153 Sm] lexidronam pentasodium;Ludzki;;;1,3 GBq/ml w dniu odniesienia (co odpowiada 20-80 mcg/ml samaru na fiolkę);Roztwór do wstrzykiwań;
Roztwory do testów prowokacyjnych Allergopharma;Wyciągi alergenowe do testów prowokacyjnych dooskrzelowych i donosowych;Ludzki;;;-;Proszek i rozpuszczalnik do sporządzania roztworu do prób prowokacyjnych;
Sanval;Zolpidemi tartras;Ludzki;;;10 mg;Tabletki powlekane;Zolpidemi tartras 10 mg + Vaccinum hepatitidis B (ADNr) 5 mcg/0,5 ml
HBVaxPRO;Vaccinum hepatitidis B (ADNr) Szczepionka przeciw wirusowemu zapaleniu wątroby typu B (rDNA);Ludzki;;;40 mcg/ml;Zawiesina do wstrzykiwań;Vaccinum hepatitidis B (ADNr) 40 mcg/ml
Encepur K;Vaccinum encephalitidis ixodibus advectae inactivatum Szczepionka przeciwko kleszczowemu zapaleniu mózgu, inaktywowana;Ludzki;;;"0,75 mcg inaktywowanego wirusa kleszczowego zapalenia mózgu, szczep K23/0,25 ml; 1 dawka (0,25 ml), dawka dla dzieci";Zawiesina do wstrzykiwań;wirus kleszczowego zapalenia mózgu, szczep K23, inaktywowany 0.75 mcg
Aerrane;Isofluranum;Ludzki;;;100%;Płyn do anestezji wziewnej;Isofluranum 100 %
Trizivir;Abacavirum + Lamivudinum + Zidovudinum;Ludzki;;;300 mg + 150 mg + 300 mg;Tabletki powlekane;Zidovudinum 300 mg + Lamivudinum 150 mg + Abacaviri sulfas 351 mg
Nabuton VP;Nabumetonum;Ludzki;;;500 mg;Tabletki;Nabumetonum 500 mg
Metafen żel Forte;Ibuprofenum;Ludzki;;;100 mg/g (10%);Żel;Sól lizynowa ibuprofenu 5 g
Asentra;Sertralinum;Ludzki;;;50 mg;Tabletki powlekane;Sertralinum 50 mg
Tenox;Amlodipinum;Ludzki;;;5 mg;Tabletki;Amlodipini maleas 6.42 mg
Tenox;Amlodipinum;Ludzki;;;10 mg;Tabletki;Amlodipini maleas 12.84 mg
Asentra;Sertralinum;Ludzki;;;100 mg;Tabletki powlekane;Sertralinum 100 mg
Lamitrin S;Lamotriginum;Ludzki;;;2 mg;Tabletki do rozgryzania i żucia / do sporządzania zawiesiny;Lamotriginum 2 mg
Tetralysal;Lymecyclinum;Ludzki;;;150 mg;Kapsułki twarde;Lymecyclinum (równoważna tetracyklinie) 150 mg
Elidel;Pimecrolimusum;Ludzki;;;10 mg/g;Krem;Pimecrolimusum 10 mg
Ibuprom RR MAX;Ibuprofenum;Ludzki;;;400 mg;Tabletki powlekane;Ibuprofenum 400 mg
Folacid 0,4 mg;Acidum folicum;Ludzki;;;0,4 mg;Tabletki;Acidum folicum 0.4 mg
Troxerutin Synteza;o-(beta-Hydroxyethyl)-rutosidea;Ludzki;;;200 mg;Kapsułki twarde;o-beta-hydroxyethylrutosidae 200 mg
Lactulose-MIP;Lactulosum;Ludzki;;;9,75 g/15 ml;Syrop;Lactulosum 65,000 g/100 ml
Carzap;Candesartanum cilexetili;Ludzki;;;32 mg;Tabletki;Candesartanum cilexetili 32 mg
Cinnarizinum Hasco;Cinnarizinum;Ludzki;;;25 mg;Tabletki;Cinnarizinum 25 mg
Poltram Retard 100;Tramadoli hydrochloridum;Ludzki;;;100 mg;Tabletki o przedłużonym uwalnianiu;Tramadoli hydrochloridum 100 mg
Poltram Retard 150;Tramadoli hydrochloridum;Ludzki;;;150 mg;Tabletki o przedłużonym uwalnianiu;Tramadoli hydrochloridum 150 mg
Transtec 35 mcg/h;Buprenorphinum;Ludzki;;;35 mcg/h (20 mg);System transdermalny, plaster;Buprenorphinum 20 mg
Transtec 52,5 mcg/h;Buprenorphinum;Ludzki;;;52,5 mcg/h (30 mg);System transdermalny, plaster;Buprenorphinum 30 mg
Transtec 70 mcg/h;Buprenorphinum;Ludzki;;;70 mcg/h (40 mg);System transdermalny, plaster;Buprenorphinum 40 mg
Ibuprom Max;Ibuprofenum;Ludzki;;;400 mg;Tabletki drażowane;Ibuprofenum 400 mg
Forcid 625;Amoxicillinum + Acidum clavulanicum;Ludzki;;;500 mg  + 125 mg;Tabletki / tabletki do sporządzania zawiesiny doustnej;Amoxicillinum 582.8 mg + Kalii clavulonas 148.9 mg
Forcid 312;Amoxicillinum + Acidum clavulanicum;Ludzki;;;250 mg + 62,5 mg;Tabletki / tabletki do sporządzania zawiesiny doustnej;Kalii clavulonas 74.5 mg + Amoxicillinum 291.4 mg
Herpex;Aciclovirum;Ludzki;;;50 mg/g;Krem;Aciclovirum 50 mg
BisoHEXAL 10;Bisoprololi fumaras;Ludzki;;;10 mg;Tabletki powlekane;Bisoprololi fumaras 10 mg
BisoHEXAL 5;Bisoprololi fumaras;Ludzki;;;5 mg;Tabletki powlekane;Bisoprololi fumaras 5 mg
Poltram;Tramadoli hydrochloridum;Ludzki;;;100 mg/ml;Krople doustne, roztwór;Tramadoli hydrochloridum 1 g/10 ml
Poltram 100;Tramadoli hydrochloridum;Ludzki;;;50 mg/ml;Roztwór do wstrzykiwań;Tramadoli hydrochloridum 50 mg
Poltram 50;Tramadoli hydrochloridum;Ludzki;;;50 mg/ml;Roztwór do wstrzykiwań;Tramadoli hydrochloridum 50 mg
Poltram;Tramadoli hydrochloridum;Ludzki;;;50 mg;Kapsułki;Tramadoli hydrochloridum 50 mg
